"Character"|"Sentiment_s1_ep_1"|"Sentiment_s1_ep_2"|"Sentiment_s1_ep_3"|"Sentiment_s1_ep_4"|"Sentiment_s1_ep_5"|"Sentiment_s1_ep_6"|"Sentiment_s1_ep_7"|"Sentiment_s1_ep_8"|"Sentiment_s1_ep_9"|"Sentiment_s1_ep_10"|"Sentiment_s1_ep_11"|"Sentiment_s1_ep_12"|"Sentiment_s1_ep_13"|"Sentiment_s1_ep_14"|"Sentiment_s1_ep_15"|"Sentiment_s1_ep_16"|"Sentiment_s1_ep_17"|"Sentiment_s1_ep_18"|"Sentiment_s1_ep_19"|"Sentiment_s1_ep_20"|"Sentiment_s1_ep_21"|"Sentiment_s1_ep_22"|"Sentiment_s1_ep_23"|"Sentiment_s1_ep_24"|"Sentiment_s1_ep_25"|"Sentiment_s1_ep_26"|"Sentiment_s2_ep_27"|"Sentiment_s2_ep_28"|"Sentiment_s2_ep_29"|"Sentiment_s2_ep_30"|"Sentiment_s2_ep_31"|"Sentiment_s2_ep_32"|"Sentiment_s2_ep_33"|"Sentiment_s2_ep_34"|"Sentiment_s2_ep_35"|"Sentiment_s2_ep_36"|"Sentiment_s2_ep_37"|"Sentiment_s2_ep_38"|"Sentiment_s2_ep_39"|"Sentiment_s2_ep_40"|"Sentiment_s2_ep_41"|"Sentiment_s2_ep_42"|"Sentiment_s2_ep_43"|"Sentiment_s2_ep_44"|"Sentiment_s2_ep_45"|"Sentiment_s2_ep_46"|"Sentiment_s2_ep_47"|"Sentiment_s2_ep_48"|"Sentiment_s2_ep_49"|"Sentiment_s2_ep_50"|"Sentiment_s2_ep_51"|"Sentiment_s2_ep_52"|"Sentiment_s3_ep_53"|"Sentiment_s3_ep_54"|"Sentiment_s3_ep_55"|"Sentiment_s3_ep_56"|"Sentiment_s3_ep_57"|"Sentiment_s3_ep_58"|"Sentiment_s3_ep_59"|"Sentiment_s3_ep_60"|"Sentiment_s3_ep_61"|"Sentiment_s3_ep_62"|"Sentiment_s3_ep_63"|"Sentiment_s3_ep_64"|"Sentiment_s3_ep_65"|"Sentiment_s3_ep_66"|"Sentiment_s3_ep_67"|"Sentiment_s3_ep_68"|"Sentiment_s3_ep_69"|"Sentiment_s3_ep_70"|"Sentiment_s3_ep_71"|"Sentiment_s3_ep_72"|"Sentiment_s3_ep_73"|"Sentiment_s3_ep_74"|"Sentiment_s3_ep_75"|"Sentiment_s3_ep_76"|"Sentiment_s3_ep_77"|"Sentiment_s3_ep_78"|"Sentiment_s4_ep_79"|"Sentiment_s4_ep_80"|"Sentiment_s4_ep_81"|"Sentiment_s4_ep_82"|"Sentiment_s4_ep_83"|"Sentiment_s4_ep_84"|"Sentiment_s4_ep_85"|"Sentiment_s4_ep_86"|"Sentiment_s4_ep_87"|"Sentiment_s4_ep_88"|"Sentiment_s4_ep_89"|"Sentiment_s4_ep_90"|"Sentiment_s4_ep_91"|"Sentiment_s4_ep_92"|"Sentiment_s4_ep_93"|"Sentiment_s4_ep_94"|"Sentiment_s4_ep_95"|"Sentiment_s4_ep_96"|"Sentiment_s4_ep_97"|"Sentiment_s4_ep_98"|"Sentiment_s4_ep_99"|"Sentiment_s4_ep_100"|"Sentiment_s4_ep_101"|"Sentiment_s4_ep_102"|"Sentiment_s4_ep_103"|"Sentiment_s4_ep_104"|"Gender"|"Role"|"Role_Category"
"Adrien's Voicemail"|NA|NA|NA|NA|NA|NA|NA|NA|0.15326714515686|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"genderless"|"friends_other"|"no_villain"
"Akumatized Ladybug Illusion"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.209612265229225|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"female"|"friends_other"|"no_villain"
"Akumatized villains"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.198797553777695|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"genderless"|"multiple"|"multiple"
"Alarm voice"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.0460953116416931|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"genderless"|"friends_other"|"no_villain"
"Albert"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.181023076176643|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"male"|"friends_other"|"no_villain"
"Alec"|-0.00640057027339935|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.286510873924602|NA|NA|NA|-0.468908190727234|NA|-0.335021863381068|-0.612575769424438|NA|0.131254664489201|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.0331443548202515|NA|NA|NA|NA|NA|NA|0.169347532093525|0.0430284857749939|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.650725960731506|NA|NA|NA|NA|NA|NA|NA|NA|-0.0978488186995188|NA|NA|NA|NA|NA|NA|NA|0.675563454627991|NA|NA|NA|NA|0.612639427185059|NA|NA|NA|NA|NA|NA|NA|-0.0990863740444183|NA|NA|NA|-0.118276039307768|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"male"|"friends_other"|"no_villain"
"Alec & Marlena"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.516639471054077|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"genderless"|"multiple"|"multiple"
"Alim Kubdel"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.726059556007385|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"male"|"friends_other"|"no_villain"
"Alix"|NA|NA|NA|NA|-0.20770631495275|NA|NA|NA|NA|NA|-0.0300648411115011|-0.518495082855225|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.730344921350479|NA|NA|NA|NA|NA|NA|NA|-0.0283874164928089|NA|NA|NA|NA|NA|-0.0563138723373413|-0.00340038537979126|0.616905212402344|NA|NA|NA|-0.185708566353871|-0.505490392446518|NA|NA|-0.316815078258514|NA|NA|-0.297678496688604|NA|-0.281133830547333|NA|NA|NA|NA|NA|0.589975774288177|NA|NA|NA|-0.0771476030349731|NA|-0.417288661003113|0.304465523787907|0.636972069740295|0.327537191765649|-0.595310181379318|-0.584901064634323|-0.302760004997253|-0.557038128376007|NA|NA|NA|NA|NA|NA|0.142732326473509|NA|NA|-0.0516622066497803|NA|-0.120969116687775|0.324722111225128|NA|NA|NA|NA|NA|-0.465907171368599|NA|NA|NA|NA|-0.30635929107666|0.667499303817749|NA|-0.588872134685516|NA|NA|NA|"female"|"friends_other"|"no_villain"
"Alix & Adrien"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.515446186065674|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"genderless"|"multiple"|"multiple"
"Alix, Kim, Max and Mr. Damocles"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.744171291589737|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"genderless"|"multiple"|"multiple"
"All"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.701025605201721|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.055084228515625|-0.249290764331818|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.398713886737823|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.388152301311493|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.510180950164795|NA|NA|NA|"genderless"|"multiple"|"multiple"
"All Girls"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.515446186065674|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"female"|"multiple"|"multiple"
"All seven"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.271977782249451|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"genderless"|"multiple"|"multiple"
"All the girls except Marinette"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.165584683418274|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"female"|"multiple"|"multiple"
"All the infected Parisians"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.450874209403992|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"genderless"|"multiple"|"multiple"
"All Three"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.271977782249451|-0.271977782249451|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"genderless"|"multiple"|"multiple"
"Alya"|0.0415474990648883|-0.0451702615794013|-0.057311322201382|-0.232133880809501|0.288625168800354|0.106539517641068|-0.53597804531455|-0.608967542648315|-0.0960090768833955|-0.0893222472884438|-0.222252488136292|0.0374771569456373|-0.00294620057810908|-0.43257063627243|-0.224892606337865|0.0423403518895308|-0.157844567298889|-0.0739835500717163|0.0907450914382935|-0.242492474615574|0.134447485208511|-0.393319836258888|-0.100402489304543|0.345396121342977|-0.147098428927935|0.0606373008340597|0.203937059640884|NA|-0.134229928255081|-0.163200879096985|-0.054596734046936|NA|0.400709489981333|0.00237954656283061|-0.234763394702565|-0.00345137342810631|-0.0938544049859047|0.0562816262245178|-0.208841377496719|-0.138886295697268|-0.214270810286204|-0.179805374571255|NA|-0.185246190056205|NA|NA|-0.451534807682037|0.0193043202161789|-0.0190653006235758|-0.276809129863977|0.22760558873415|0.527411222457886|-0.166386107603709|NA|-0.0773063898086548|NA|-0.505057200789452|NA|-0.302568089216948|0.0334347676147114|0.24497906698121|-0.388411366939545|-0.10551118850708|-0.338594247313107|-0.118628430366516|-0.130599015392363|-0.430047765374184|0.352662552148104|-0.0698118731379509|0.0837129317224026|-0.21189022064209|NA|0.475610375404358|0.254065409302711|-0.284180005391439|0.108493268489838|NA|0.371697425842285|-0.327888733810849|NA|0.0414250677122789|-0.187832601013638|NA|-0.639196529984474|-0.0389701128005981|-0.374313369393349|0.0209011197090149|0.0422015920990989|-0.253024423867464|-0.153729407359724|0.0361631274223328|0.55124568939209|-0.086366835339316|-0.0622095465660095|-0.548258319497108|NA|NA|0.454310016972678|-0.0109520256519318|NA|-0.278494705756505|NA|-0.0340700447559357|-0.352442095677058|"female"|"friends_other"|"no_villain"
"Alya & Marinette"|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.0385928153991699|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"genderless"|"multiple"|"multiple"
"Alya and Marinette"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.271977782249451|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"genderless"|"multiple"|"multiple"
"Alya and Nino"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.612575769424438|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.388417065143585|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"genderless"|"multiple"|"multiple"
"Alya and Rena Furtive"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.479485526680946|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"genderless"|"multiple"|"multiple"
"Alya Césaire"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.655408382415771|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"female"|"friends_other"|"no_villain"
"Alya, Rose, and Juleka"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.666009604930878|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"genderless"|"multiple"|"multiple"
"Alya, Rose, Juleka, and Mylène"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.568183451890945|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"genderless"|"multiple"|"multiple"
"Amelie"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.0909852849112617|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.597496747970581|NA|NA|NA|NA|NA|NA|"female"|"friends_other"|"no_villain"
"Anansi"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.299029344993253|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"female"|"villain"|"villain"
"Anarka"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.108570859829585|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.318356984853745|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.290883213281631|NA|NA|NA|NA|NA|NA|NA|-0.451234303414822|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"female"|"friends_other"|"no_villain"
"André"|NA|NA|NA|0.19414484500885|NA|-0.291552737355232|NA|NA|0.449198166529338|NA|NA|NA|NA|0.626292586326599|NA|NA|-0.216315398613612|NA|-0.747664093971252|NA|NA|0.736399531364441|-0.698494762182236|NA|-0.667924672365189|-0.0869104564189911|0.482084095478058|NA|NA|NA|0.376638412475586|NA|NA|0.1911780834198|NA|0.481001382524317|NA|NA|0.563352942466736|NA|NA|NA|NA|NA|NA|NA|-0.336095929145813|-0.0915728881955147|-0.324817389249802|-0.323005044211944|NA|-0.152225039899349|NA|NA|NA|NA|-0.587292939424515|0.1353962769111|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.599202930927277|NA|NA|NA|NA|NA|0.363813613142286|NA|NA|0.675436615943909|NA|NA|NA|-0.149029674274581|-0.126830776532491|NA|NA|NA|NA|0.732264041900635|NA|0.187319326400757|0.643510818481445|-0.538556456565857|-0.0617206792036692|0.672632694244385|NA|0.433585405349731|NA|NA|NA|NA|0.709452152252197|0.672410488128662|"male"|"friends_other"|"no_villain"
"André and Audrey"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|-0.270347625017166|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"genderless"|"multiple"|"multiple"
"André Bourgeois"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.275078261892001|-0.705104053020477|NA|NA|NA|NA|NA|NA|-0.660909831523895|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"male"|"friends_other"|"no_villain"
"André Glacier"|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|0.593111157417297|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|"male"|"friends_other"|"no_villain"
